filename,num_vars,num_clauses,avg_clause_length,var_counts_sum,solve_result,solve_runtime,clause_to_var_ratio,clause_density,max_clause_length,min_clause_length,clause_length_std,max_var_occurrences,min_var_occurrences,var_occurrence_std,var_density,avg_var_per_clause,literal_count,literal_to_clause_ratio
e46bdd62b3789b64f7fbb3bd6c99484e-intervals727.cnf,2518,55499,2.041802555000991,113318,TIMEOUT,1800.019020318985,22.04090548054011,0.4897633209198891,91,2,1.3557010486432652,84,1,21.58528510801288,45.00317712470214,2.041802555000991,113318,2.041802555000991
b9871473bf0b611d3177424a442359d3-CNP-5-200.cnf,27085,209311,2.077621338582301,434869,SAT,164.91406726837158,7.727930588886838,0.4813196617832037,5,1,0.4763563632601439,62,7,6.007124341897878,16.05571349455418,2.077621338582301,434869,2.077621338582301
bf86868ef6662a4984e5d5504b01193e-string_compare_safety_cbmc_unwinding_930.cnf,3381612,17642763,2.8950295370402017,51076320,UNSAT,459.82989716529846,5.217264133200379,0.3454196191111654,11604,1,16.09354642262783,24351,0,149.469238932616,15.104133768155542,2.8950295370402017,51076320,2.8950295370402017
2b5f3caa6d84857f4919513df087bbdf-bv-term-small-rw_1220.smt2.cnf,7555,22724,2.351522619257173,53436,TIMEOUT,1800.0094492435455,3.0078093977498344,0.4252563814656785,3,1,0.4776300794080059,188,1,5.812841105294212,7.0729318332230315,2.351522619257173,53436,2.351522619257173
6bb485770dbc3943ea84933a03131958-satcoin-genesis-UNSAT-18600.cnf,134781,648806,3.0089240851656736,1952208,UNSAT,582.4438247680664,4.813779390270142,0.3323447091703343,65,1,0.4302044417882726,124,0,9.667110421343478,14.48429674805796,3.0089240851656736,1952208,3.0089240851656736
a98d77ba9d3fbe8b7c55cbf75b2b43a8-TableModel_output_6_3_8.bul_.dimacs.cnf,4680,39564,2.345768880800728,92808,TIMEOUT,1800.0191934108734,8.453846153846154,0.4262994569433669,18,2,1.420187169768067,26,13,4.470653818193589,19.83076923076923,2.345768880800728,92808,2.345768880800728
d464cb004c09aa6cb6adbff77fb8b97c-hcp_d20_20.cnf,168019,177035,3.5340525884712064,625651,TIMEOUT,1800.0269572734833,1.0536605979085698,0.2829612675437264,8,1,0.7202844135103059,80,0,15.485277823321551,3.7236919634089,3.5340525884712064,625651,3.5340525884712064
268786234185b8a93051bee4efaad466-rbsat-v2640c305320g4.cnf,2640,305320,2.008122625442159,613120,TIMEOUT,1800.0138084888458,115.65151515151516,0.4979775574112735,33,2,0.5017324104177848,340,147,32.65530984066319,232.24242424242425,2.008122625442159,613120,2.008122625442159
c9e1242a3df232c72f02bb5265003b4c-course_flat_0.12_2018_3_1.cnf,494293,763635,2.333164404460246,1781686,SAT,200.61296319961548,1.5449035288786206,0.4286024585701408,135,1,0.9902162342977312,1908,0,8.321169061300946,3.604513921904619,2.333164404460246,1781686,2.333164404460246
bd9307b82e1662a6dc110d637a5f57e9-custmulsb2x32o-sc2016.cnf,4660,13677,2.3331871024347444,31911,TIMEOUT,1800.015653848648,2.934978540772532,0.4285982889912569,3,1,0.471507887637639,139,2,6.946409338007469,6.847854077253219,2.3331871024347444,31911,2.3331871024347444
af0d4ae466a64e31098ef99f52ce08ee-assoc2.c.cnf,14269,66490,2.8889156264099864,192084,TIMEOUT,1800.012512922287,4.659751909734389,0.3461506424272714,49,1,1.421625359123387,269,0,17.390092665124342,13.461630107225451,2.8889156264099864,192084,2.8889156264099864
d612eee37ec14cf8ba2f2aa3579d3ae7-ae_rphp055_04.cnf,5185,11996,3.1207069023007667,37436,UNSAT,33.8181254863739,2.3135969141755064,0.3204402179720055,4,2,0.4645858160223959,323,2,25.16937384493038,7.220057859209257,3.1207069023007667,37436,3.1207069023007667
7df66894fe6fbd7e6416faaadb50ba73-sted5_0x24204-60.cnf,2345,61866,3.891022532570394,240722,TIMEOUT,1800.0147182941437,26.382089552238806,0.2570018527596148,12,1,1.2915031457810862,435,36,93.92972725279846,102.65330490405115,3.891022532570394,240722,3.891022532570394
c790cce39a626db94903b2789c570d7e-Kakuro-easy-132-ext.xml.hg_9.cnf,224202,23151510,3.5359824046034145,81863332,SAT,96.37704467773438,103.26183530923008,0.2828068371319164,4,1,0.5238252776144054,1456,1,519.9279221349112,365.1320327204931,3.5359824046034145,81863332,3.5359824046034145
a2f648f746f6141b16299d4f94c39fb1-toughsat_29bits_0.cnf,1085,25466,6.685985785526367,170272,SAT,1522.9031114578247,23.470967741935485,0.1495607028753993,28,1,1.983568765368747,998,0,138.98066731743404,156.9327188940092,6.686248331108144,170272,6.686248331108144
86c108f876117809845b1be7ebbfd0e7-uniqinv47prop-sc2018.cnf,17349,51072,2.3332941729323307,119166,TIMEOUT,1800.0114080905914,2.9438007954348957,0.4285786214188611,3,1,0.4714322089362381,184,2,6.626007857054438,6.868753242261802,2.3332941729323307,119166,2.3332941729323307
840df285912c570dd79cfaa896c7f5fb-Cake_9_20.cnf,19150,101236,3.241297562132048,328136,TIMEOUT,1800.0234637260437,5.286475195822455,0.3085184191920423,4,1,0.7490401298509896,70,5,6.3997584350660235,17.135039164490863,3.241297562132048,328136,3.241297562132048
90d6cb8b040b5ad926248e8a75c0fb07-ssp-0.046166496845693274.cnf,93880,402018,3.160709221975136,1270662,TIMEOUT,1800.0230553150177,4.2822539412015335,0.3163846876667437,32,2,0.7410779647714396,1045,4,18.762705754086024,13.534959522795058,3.1607092219751354,1270662,3.1607092219751354
109aa0f5e177c1efb72f133a6f8c723b-hantzsche_wendt_unit_92.cnf,11876,54664,3.207083272354749,175312,TIMEOUT,1800.0193877220154,4.602896598181206,0.3118098019530893,91,1,1.0363280741665477,185,4,21.50785019638431,14.761872684405525,3.207083272354749,175312,3.207083272354749
1d1af993697599892804df5878d58979-brent_69_0.cnf,82539,366687,3.23194168323393,1185111,SAT,1.155989408493042,4.442590775269872,0.3094115234775477,4,1,0.8942865591492319,162,3,14.612974294800155,14.35819430814524,3.23194168323393,1185111,3.23194168323393
372021735d9e46002b862aa2a038a818-j3045_4_rggt_bm1.cnf,12159,53307,2.524386583627223,134570,UNSAT,224.4703381061554,4.384159881569208,0.396128409006465,4,1,0.5569744260442564,103,1,8.23974371355044,11.067522000164487,2.5244339392575084,134570,2.5244339392575084
0d209cb420326994f9c4898eb10228ab-008-80-8.cnf,13408,478484,6.559291428762508,3138516,SAT,770.4950478076935,35.68645584725537,0.1524554917037223,8,1,1.3265262946064411,2601,4,247.30347250126536,234.07786396181385,6.559291428762508,3138516,6.559291428762508
9de6ddddf7fde06bf2efd955e2bd1a83-SCPC-700-84.cnf,700,27377,7.657997589217226,209653,SAT,28.64043092727661,39.11,0.1305824386009263,80,2,16.47866614559456,433,167,67.09982954143624,299.5042857142857,7.657997589217226,209653,7.657997589217226
dd0196aee30d0a83b6fe8bc7eba01806-aws-encryption-sdk-c:aws_cryptosdk_priv_hdr_parse_iv.cnf,4414064,18789159,2.9699338858114936,55802560,UNSAT,168.0547535419464,4.256657583578308,0.3367078320421142,14994,1,8.285966352357704,15474,0,47.85696053231057,12.641991597765688,2.9699338858114936,55802560,2.9699338858114936
f50eaf02a8041510b64104998cc81d2f-sted5_0x24204-50.cnf,2345,61876,3.8905553041567007,240732,SAT,40.633039474487305,26.3863539445629,0.2570327168801821,12,1,1.2919215753691575,435,36,93.94472817727193,102.65756929637529,3.8905553041567007,240732,3.8905553041567007
44092fcc83a5cba81419e82cfd18602c-php-010-009.shuffled-as.sat05-1185.cnf,90,415,2.1686746987951806,900,UNSAT,3.2810275554656982,4.611111111111111,0.4611111111111111,9,2,1.0734392099940329,10,10,0.0,10.0,2.1686746987951806,900,2.1686746987951806
7a700945b9efe7d98a64e6d5da3c1aa7-homer17.shuffled.cnf,286,1742,2.1343283582089554,3718,UNSAT,1687.4549827575684,6.090909090909091,0.4685314685314685,11,2,1.0912887409212608,13,13,0.0,13.0,2.1343283582089554,3718,2.1343283582089554
43687a48fb119ca61b47c2fc69a71e7d-manthey_single-ordered-initialized-w42-b8.cnf,9072,73350,2.8879345603271984,211830,UNSAT,70.51661467552185,8.08531746031746,0.3462682339611952,42,1,1.1113642511729618,761,5,74.29190092594808,23.349867724867725,2.8879345603271984,211830,2.8879345603271984
2c5452e8b90e57f4e0900438ff749f20-ps_300_322_20.cnf,504879,2475751,3.335552323315228,8257997,SAT,311.2714157104492,4.90365216220124,0.2998004237589333,6,2,0.9612710367724666,36,6,8.137379978789617,16.35638836236009,3.335552323315228,8257997,3.335552323315228
4ea29c4f64c7d368f2cb7d4319a8ce1e-newpol6-6.cnf,55745,178325,2.3141903827281647,412678,UNSAT,46.62924575805664,3.198941609112925,0.4321165654578145,14,1,0.4899124927889685,197,4,11.39647235916999,7.402959906718091,2.3141903827281647,412678,2.3141903827281647
a2bdae1f9d9695e8cf80cfbbd5f7d61f-PancakeVsSelectionSort_8_4.cnf,4883,17417,2.758109892633634,48038,TIMEOUT,1800.0117292404177,3.566864632398116,0.3625671343519713,9,1,0.8719443229458687,204,3,16.82769494234558,9.837804628302273,2.758109892633634,48038,2.758109892633634
f421f53b4a01716170fd51e614b58d4c-unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,456,15307,2.959169007643562,45296,TIMEOUT,1800.01402258873,33.56798245614035,0.3379327092900035,16,2,0.4780051963922136,161,16,63.37810052163908,99.33333333333331,2.959169007643562,45296,2.959169007643562
56072d5c5852e9d4bcbb460361e38618-sv-comp19_prop-reachsafety.barrier_3t_true-unreach-call.i-witness.cnf,9582411,46604325,3.0580079423959043,142516396,SAT,502.5115249156952,4.863528082859314,0.3270102690500256,1089,1,14.397553744676465,197796,0,161.60946481978127,14.872707505449307,3.0580079423959043,142516396,3.0580079423959043
48e9f29a92930f1b367efc5754cb679b-af-synthesis_stb_50_80_7_sat.cnf,20061,206616,3.483776667828242,719804,SAT,65.71290111541748,10.29938687004636,0.287044806641808,1361,2,15.63228993132837,1368,2,40.70480012281376,35.88076367080405,3.483776667828242,719804,3.483776667828242
08e151e72fe10402a49463171aa557e8-abw-V-nos6.mtx-w220.cnf,2020275,7278577,2.183760232254189,15894667,TIMEOUT,1800.079365491867,3.6027654650975736,0.4579257306869027,675,1,6.500808719856921,28,0,6.450809820761003,7.867575948818849,2.183760232254189,15894667,2.183760232254189
6c5ecf3d91905b5745308d468dc3b3f3-eqbpdtlf14spctbk14.cnf,4000,11917,2.333221448351095,27805,TIMEOUT,1800.0091664791107,2.97925,0.4285919798597374,3,1,0.4715429377938724,132,4,6.196843828716315,6.95125,2.333221448351095,27805,2.333221448351095
a3df62a4e3dedb2354760137416e8bcf-eqsparrc16spwtcl16.cnf,6576,19633,2.3332654204655427,45809,TIMEOUT,1800.0155811309814,2.985553527980535,0.4285839027265384,3,1,0.4714885462969226,64,4,5.187738177983798,6.966088807785888,2.3332654204655427,45809,2.3332654204655427
7aaddb977571c2e8e61f35a24942703f-exam0.04_2018_3.cnf,421083,990049,2.350141255634822,2326755,SAT,109.79594612121582,2.3511967949311656,0.425506338226414,357,1,1.4698464912291724,928,0,19.222522720999788,5.5256445878840985,2.350141255634822,2326755,2.350141255634822
1401185fe7e0a5f1139ff4755d65a089-size_4_4_4_i4096_r8.cnf,1140,4317,2.7104470697243457,11701,UNSAT,105.03993701934814,3.786842105263158,0.3689428253995385,4,1,0.6874329140988621,38,4,8.22637635466513,10.264035087719298,2.7104470697243457,11701,2.7104470697243457
0a306eaf0b34cf3e2db3c424b6eb240d-less-cy-caa.rules.4-9.cnf,31068,312561,2.6345033449470665,823443,SAT,7.058369874954224,10.060544611819235,0.3795781857396322,3,1,0.481642228692008,720,6,38.294588191392755,26.50453843182696,2.6345033449470665,823443,2.6345033449470665
cade7e3af457911e560b839a0fbe9b38-CNP-5-700.cnf,24585,187411,2.07868801724552,389569,SAT,42.61258578300476,7.62298149278015,0.4810726726202547,5,1,0.479538967694124,62,6,5.960743480329349,15.84580028472646,2.0786880172455193,389569,2.0786880172455193
e5a72ac8f4880702a4deacc7854318e8-hash_table_find_safety_size_19.cnf,10735052,49277846,2.91933082870546,143858335,UNSAT,173.02219653129578,4.590368635382483,0.3425442536923564,3965,1,2.3759445677121493,165255,0,121.07123207497732,13.400804672394694,2.9193308287054593,143858335,2.9193308287054593
e0470359d43bedb2e07a64f345fde795-UTI-20-10p1-sc2009.cnf,260342,1391257,2.4140536220123243,3358569,SAT,303.0408492088318,5.343959099953139,0.414241005618762,10,1,0.9802757791463452,62,4,12.553694422780309,12.900603821127593,2.4140536220123243,3358569,2.4140536220123243
1f215812371f0c428eb1f1e51f9f23d7-20_2.cnf,3328,11072,2.739884393063584,30336,TIMEOUT,1800.0147716999054,3.326923076923077,0.3649789029535865,3,1,0.4643025578733897,42,3,5.3839285276211655,9.115384615384617,2.739884393063584,30336,2.739884393063584
1165e12b6addad01b491c4616306186c-mulhs016-sc2009.cnf,4656,13871,2.333141085718405,32363,TIMEOUT,1800.0198328495026,2.9791666666666665,0.4286067422674041,3,1,0.4716423158996553,77,1,3.8707017203764833,6.9508161512027495,2.333141085718405,32363,2.333141085718405
f1b3d254596523910f3af07fc1942e64-Break_unsat_12_19.xml.cnf,12809,51361,2.315394949475283,118921,TIMEOUT,1800.0182721614838,4.009758763369506,0.4318917600760169,22,1,2.2586921732250413,26,0,6.661246671782641,9.28417518932001,2.315394949475283,118921,2.315394949475283
e1caf89759a7dea99908ea8adb6acca4-20180321_140827428_p_cnf_320_1120.cnf,320,1120,3.0,3360,SAT,18.54119110107422,3.5,0.3333333333333333,3,3,0.0,12,10,0.6566962768281849,10.5,3.0,3360,3.0
a7ee7ebb7096f5b738db8e0e3b956dec-MM-23-2-4-A.cnf,26541,117207,3.1782999308915,372519,TIMEOUT,1800.0173926353457,4.416073245167854,0.314633616003479,4,1,0.8868222926455719,163,11,13.476921753662712,14.035605289928789,3.1782999308915,372519,3.1782999308915
7c6a06895899eab7cb83b658898ac327-reconf10_145_queen6_2.cnf,394848,1605924,3.156717254365711,5069448,SAT,107.12024903297424,4.067195477753464,0.3167847860358761,36,1,2.7044539041853835,601,3,67.50631893616438,12.838986141502552,3.156717254365711,5069448,3.156717254365711
337ee3de87f824f99508e65faa6e1a0b-SocialGolfers-6-6-7-cp_c18.cnf,11244,100513,4.156109160009153,417743,TIMEOUT,1800.0274724960327,8.939256492351475,0.2406096571336922,7,1,2.042019494021313,423,2,93.25026355073445,37.152525791533265,4.156109160009153,417743,4.156109160009153
c9af5b23c87350f5d817acc9ca7b69bb-CNF_to_alien_12.cnf,252,2049,2.102489019033675,4308,TIMEOUT,1800.013977766037,8.130952380952381,0.4756267409470752,12,2,1.007167409775744,21,10,3.5308809356031605,17.095238095238095,2.102489019033675,4308,2.102489019033675
fcbef8eb7d8cd4f76fc455a25c0d3065-baseballcover14with25_and1positions.cnf,1404586,2809037,2.495095294223608,7008815,UNSAT,58.79680299758911,1.999903886269691,0.4007862955435405,323,1,1.0104339781663063,367,2,17.68688745840249,4.98995077553101,2.495095294223608,7008815,2.495095294223608
877d1b0a193dac2932c1c71d89790c37-Problem14_label19_true-unreach-call.c.cnf,1172119,5023255,2.9098154483497254,14616745,UNSAT,29.095779418945312,4.285618610397068,0.3436644068156077,744,1,2.0223936252863575,18164,0,66.34658070283405,12.47035923826847,2.9098154483497254,14616745,2.9098154483497254
c2cd624b23b64a57dce567bd50b16965-170105432.cnf,320,1120,3.0,3360,SAT,398.3441369533539,3.5,0.3333333333333333,3,3,0.0,12,10,0.6519202405202649,10.5,3.0,3360,3.0
15a2ec07aaca45d454a2fbfc0624e75e-hash_table_find_safety_size_29.cnf,20094661,91465575,2.92451728423508,267492655,UNSAT,278.147607088089,4.551735159901429,0.3419367720582832,5645,1,2.295364514466306,322265,0,150.85469958307718,13.311628148392252,2.9245172842350797,267492655,2.9245172842350797
35ad744923721e37a2f58443179c31a8-coreMQTT:MQTT_SerializeConnect.cnf,1419045,6525710,2.942798867862654,19203852,UNSAT,256.29846692085266,4.598663185452188,0.3398125542729656,520,1,2.642696218263885,3432,0,50.46821847267084,13.532940815830363,2.942798867862654,19203852,2.942798867862654
0151bedac526ee195bc52e4134cd80e7-ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1579630418.cnf,95816,313805,2.415783687321744,758085,SAT,1417.108126163483,3.275079318694164,0.4139443466102086,8,1,0.6508941368926167,51,1,8.184175691223219,7.912048343665853,2.415783687321744,758085,2.415783687321744
6fc6c472b92f70f845c8d75c8268d44a-size_5_5_5_i260_r12.cnf,3220,12439,2.723691615081598,33880,SAT,818.368527173996,3.863043478260869,0.3671487603305785,4,1,0.6791443759982603,56,4,10.965579663113775,10.521739130434783,2.723691615081598,33880,2.723691615081598
2a6f21741efb8f8abbfdfe30f22ba9f8-Mycielski-11-hints-4.cnf,15350,3975330,2.7827752664558667,11062450,UNSAT,345.5253133773804,258.97915309446256,0.3593534886033383,10,2,0.4377916294387857,7680,90,660.0713047964387,720.6807817589577,2.7827752664558667,11062450,2.7827752664558667
d04afa1594d501f60588bb1e265ef05e-satcoin-genesis-SAT-8.cnf,134781,648806,3.0089240851656736,1952208,SAT,0.4451186656951904,4.813779390270142,0.3323447091703343,65,1,0.4302044417882726,124,0,9.667110421343478,14.48429674805796,3.0089240851656736,1952208,3.0089240851656736
51892f444ffbb99238258a8b03c47f99-blockpuzzle_5x10_s3_free4-sc2017.cnf,2750,287000,2.0074912891986063,576150,UNSAT,642.7327890396118,104.36363636363636,0.4981341664497092,55,1,0.7007559226716003,211,207,1.1935086132564423,209.5090909090909,2.0074912891986063,576150,2.0074912891986063
aad5bbe8920c5afc84068bb1da27ee8f-LABS_n041_goal003.cnf,37869,77287,2.469509749375704,190861,SAT,1572.020877122879,2.040904169637434,0.4049386726465857,3,1,0.5010359669524616,320,2,10.870327546885154,5.040032744461168,2.4695097493757037,190861,2.4695097493757037
747955bb7addf0fb6fe4d465a9cbd035-randomG-B-Mix-n15-d05.cnf,342,738,2.241192411924119,1654,UNSAT,58.64296579360962,2.1578947368421053,0.4461910519951632,11,2,1.217013399015905,21,0,5.039850088668078,4.83625730994152,2.241192411924119,1654,2.241192411924119
10196804504080e7107809a2e5b3bfcc-ContextModel_output_6_5_6.bul_.dimacs.cnf,29610,186009,2.749221811847814,511380,SAT,1037.951303243637,6.281965552178318,0.3637392936759357,29,1,1.021498895298972,110,6,28.387039606105496,17.27051671732523,2.749221811847814,511380,2.749221811847814
0297c2a35f116ffd5382aea5b421e6df-Urquhart-s3-b3.shuffled-as.sat03-1556.cnf,45,376,5.723404255319149,2152,UNSAT,1.5608644485473633,8.355555555555556,0.174721189591078,7,3,0.9156355230361708,96,12,21.777959182917932,47.82222222222222,5.723404255319149,2152,5.723404255319149
940aeb30818a6b0656c9906a32bcd7bc-combined-crypto1-wff-seed-110-wffvars-500-cryptocplx-31-overlap-2.cnf,1545,17584,5.539240218380346,97402,SAT,792.3105020523071,11.381229773462785,0.1805301739184,7,1,1.814863254105629,872,0,110.57833871605712,63.04336569579288,5.539240218380346,97402,5.539240218380346
c7cd1be9f812c99e94827cb361d693fc-b2005-p1-14x14c17h9-Ser3-0.cnf,298795,34365946,2.840474462713757,97615592,TIMEOUT,1800.161104440689,115.01513077528072,0.3520538604119719,7,1,0.4069692978350309,156041,0,1273.3803633072416,326.69754179286804,2.8404744627137575,97615592,2.8404744627137575
b2145c28dbed385329ea73a06d9c519a-LZMAFile___init___14.cnf,462,6403,2.061846009682961,13202,TIMEOUT,1800.0122768878937,13.85930735930736,0.4850022723829723,14,2,0.8592596739529889,33,4,6.271775656114017,28.575757575757574,2.061846009682961,13202,2.061846009682961
fb621b2b4a54ec0f01ac36daaa7f0f5b-HCP-470-105.cnf,31580,255019,3.3819166415051427,862453,SAT,275.36179065704346,8.075332488917036,0.2956903158780826,14,1,0.7142558275097555,155,5,12.169249467625445,27.310101329955668,3.3819166415051427,862453,3.3819166415051427
f562b25b05e80a222358bdff30a39a23-DLTM_twitter454_70_11.cnf,11864,61400,2.615765472312704,160608,UNSAT,169.5977644920349,5.175320296695887,0.3822972703725841,9,1,0.5100159514463877,111,3,12.104753861828012,13.537424140256237,2.6157654723127037,160608,2.6157654723127037
b9f858634fabf35872d7e5df7938d995-Circuit_multiplier33.cnf,1119,21861,6.574329887475986,143728,SAT,55.76898074150085,19.53619302949061,0.1520997996215073,29,1,2.14634823954393,992,0,143.29511766838252,128.4432529043789,6.574630620740131,143728,6.574630620740131
